id,user_id,username,tweet,link
1001489900607361025,15648827,muyinteresante,"La velocidad de nuestra #tecnología se duplica cada año, ¿verdad? Pues ya no <Emoji: Face screaming in fear> ¡La ley de Moore ha muerto!  http://dozz.es/p2reh3 ",https://twitter.com/muyinteresante/status/1001489900607361025
1001489852393840640,877449722,msaezdt,"La aplicación de la ley creo que es algo básico, aplicable a todo el mundo no solo a ETA. Es perogrullo básico.  https://twitter.com/europapress/status/1001484597320876033 …",https://twitter.com/msaezdt/status/1001489852393840640
1001482409597128704,484178441,FrankyPmunoz,"La Ley de protección a los denunciantes de corrupción, en ‘peligro’ por la moción contra Rajoy  https://www.elboletin.com/movil/noticia/163684/nacional/la-ley-de-proteccion-a-los-denunciantes-de-corrupcion-en-peligro-por-la-mocion-contra-rajoy.html …",https://twitter.com/FrankyPmunoz/status/1001482409597128704
1001478318045179904,5962432,CarlosJG,@aperalesf No. A la que hagan 4 según la Ley de @emilcar,https://twitter.com/CarlosJG/status/1001478318045179904
1001475385920491521,787689824987836416,ait0rn00b,"@Caillouna404 jajajaja nunca mejor dicho. Yo prefiero cargarme e irme unos años a la cárcel antes que acabar paralítico o muerto por culpa de algún subnormal que me venga a robar o algo. Lo malo es que después no se puede entrar en el ejército ni de coña. Pero bueno, necesita cambios esa ley",https://twitter.com/ait0rn00b/status/1001475385920491521
1001451889714696192,243380988,bassileo,"Otra verdad eterna: ""“La  ley solo existe para los pobres; los ricos y los poderosos la desobedecen cuando quieren, y lo hacen sin recibir castigo porque no hay juez en el mundo que no pueda comprarse con dinero.”Marques de Sade 1740-1814...¡Y fue considerado loco!  pic.twitter.com/vPehlxip8E",https://twitter.com/bassileo/status/1001451889714696192
1001431576893325312,70214437,Dama_Cristal,Medios digitales de Estados Unidos cierran sus puertas a Europa por la ley de cookies  https://www.libertaddigital.com/ciencia-tecnologia/internet/2018-05-29/medios-digitales-de-estados-unidos-cierran-sus-puertas-a-europa-por-la-ley-de-cookies-1276619551/ … vía @libertaddigital,https://twitter.com/Dama_Cristal/status/1001431576893325312
1001428318015639552,2833597823,mjglez13,Jornada sobre Oportunidades de la Ley de Contratos del Sector Público para las empresas y el empleo organizada por @InforCreex http://www.creex.es/3.X/plan-de-empleo-de-extremadura/plan-de-empleo-de-extremadura-2018/4441-inscribete-en-la-jornada-oportunidades-de-la-ley-de-contratos-del-sector-publico-para-las-empresas-y-el-empleo-2?utm_source=dlvr.it&utm_medium=facebook …,https://twitter.com/mjglez13/status/1001428318015639552
1001425031052910594,155549375,cultorocom,PLATA DE LEY- Las cuadrillas para la 22ª de San Isidro hoy en Madrid  http://www.cultoro.es/actualidad/2018/5/29/las-cuadrillas-para-la-22-de-san-isidro-hoy-en-madrid-30248.html … … @UNPBE,https://twitter.com/cultorocom/status/1001425031052910594
1001423174423150596,155549375,cultorocom,PLATA DE LEY- Las cuadrillas para la 22ª de San Isidro hoy en Madrid  http://www.cultoro.es/actualidad/2018/5/29/las-cuadrillas-para-la-22-de-san-isidro-hoy-en-madrid-30248.html … pic.twitter.com/griAS3vQZP,https://twitter.com/cultorocom/status/1001423174423150596
1001420241937817600,726033477188096000,ZA_Cultura,"""Ni Lorca está libre de la Ley Mordaza - EL ESPAÑOL""  https://goo.gl/Gm31rK  via @elespanolcom",https://twitter.com/ZA_Cultura/status/1001420241937817600
1001415051792789504,84054978,PartidoPACMA,"¿Está el Circo Gottani por encima de la Ley? PACMA encuentra información  que confirma que en el momento del accidente, tanto Joey Gärtner como el Circo Gottani podrían estar vulnerando la Ley.No descansaremos hasta liberarlas. #FreeElefantasGottani https://pacma.es/las-elefantas-del-gottani-fueron-tratadas-con-vacunadas-para-perros/ …",https://twitter.com/PartidoPACMA/status/1001415051792789504
1001408513044774912,94287024,bufetalmeida,"Instrucciones para evitar la Ley de Godwin:Quienes se consideran superiores a otros son supremacistas.Si además quieren discriminarlos, son racistas.Solo son nazis los que justifican el Holocausto. https://es.wikipedia.org/wiki/Ley_de_Godwin …",https://twitter.com/bufetalmeida/status/1001408513044774912
1001395045742923776,171962022,Tadeus1975,"@CarlosGamarraU @ItxasoPodemos @martaprades66 @PodemosAragon @Yo_Frasquito La verdad es que no lo entiendo, ha presentado el proyecto no de ley para reconocerlo, pero luego dice que no debe aplicarse? Se contradicen o no?",https://twitter.com/Tadeus1975/status/1001395045742923776
1001394096550891520,722709846,MatuteDuarte,La Agrupación de Ferrocarriles Históricos españoles pide una ley del sector  http://www.elcomercio.es/gijon/agrupacion-ferrocarriles-historicos-20180529001128-ntvo.html … vía @elcomerciodigit pic.twitter.com/S8M4N19E3L,https://twitter.com/MatuteDuarte/status/1001394096550891520
1001390553861427200,332930319,Luis_QuilesPP,Si Cospedal informa sobre que va a interponer una querella por falsedades algunos diputados lo interpretan como amenaza.¿Usar la ley es amenazar?¿Defenderte es amenazar?¿Puede un diputado decir que la defensa jurídica que cualquier ciudadano puede ejercer es amenazar?,https://twitter.com/Luis_QuilesPP/status/1001390553861427200
1001389023951249408,7636792,Alejandroperez,@carrero Pero una ley de orden superior como la de la UE...,https://twitter.com/Alejandroperez/status/1001389023951249408
1001383754357792768,307806163,fcjecom,"Un reconocimiento a una ley que nos reconoce, con David Bittan en @RadioSefarad http://www.radiosefarad.com/un-reconocimiento-a-una-ley-que-nos-reconoce-con-david-bittan/ …",https://twitter.com/fcjecom/status/1001383754357792768
1001370352533102592,94287024,bufetalmeida,"Una Ley Mordaza sin régimen sancionador ya no es mordaza, solo un pañuelo usado. Todos los expedientes sancionadores se deberían archivar.",https://twitter.com/bufetalmeida/status/1001370352533102592
1001368865467699202,94287024,bufetalmeida,"Es tan fácil como aprobar una ley orgánica por vía de urgencia con un solo artículo: 'Queda derogado el capítulo IV (régimen sancionador) de la Ley Orgánica 4/2015, de Seguridad Ciudadana'. Si no lo hacen es porque no quieren hacerlo.",https://twitter.com/bufetalmeida/status/1001368865467699202
1001365092582215680,3363994391,OsborneClarkeES,La Comunidad de Madrid modifica la Ley del Suelo para facilitar la obtención de licencias de primera ocupación en los nuevos desarrollos urbanísticos  http://ow.ly/BhOd30kdd17 ,https://twitter.com/OsborneClarkeES/status/1001365092582215680
1001360694497902592,15881603,internautas,"Primeras demandas contra Google, WhatsApp y Facebook por incumplir la nueva ley de datos  https://www.vozpopuli.com/_43f14925  vía @voz_populi",https://twitter.com/internautas/status/1001360694497902592
1001351332039725056,34644257,diariodelpuerto,La Ley de Presupuestos incentivará la conexión de los buques en puerto a la red eléctrica  https://www.diariodelpuerto.com/ver/222400/la-ley-de-presupuestos-incentivara-la-conexion-de-los-buques-en-puerto-a-la-red-electrica.html …,https://twitter.com/diariodelpuerto/status/1001351332039725056
1001346915982893056,94287024,bufetalmeida,"Echar a Rajoy, derogar la Ley Mordaza y convocar elecciones. Quien no sea capaz de apoyar ese programa mínimo no merece gobernar.",https://twitter.com/bufetalmeida/status/1001346915982893056
1001345995593089024,94287024,bufetalmeida,Ni Lorca está libre de la Ley Mordaza  https://www.elespanol.com/cultura/20180528/lorca-libre-ley-mordaza/310719708_0.html …,https://twitter.com/bufetalmeida/status/1001345995593089024
1001342515784617985,976546115926491136,WPCalendario,"#WPVillalba #Meetup | RGPD y WordPress: Resuelve tus dudas sobre la nueva ley de protección de datos. Mañana @WPVillalba, apúntate en  https://www.meetup.com/WordPress-Collado-Villalba-Meetup/events/251078521/ ….",https://twitter.com/WPCalendario/status/1001342515784617985
1001307156380028930,935290314,Fenixeyes2,"Comenzamos Ley Seca contra RCN, Postobón, Win Sports, Antioqueño, Caracol, Maluma, Dangón y esa Miss altanera.",https://twitter.com/Fenixeyes2/status/1001307156380028930
1001214968090554371,17919299,msanjuan,"@vgaltes @SoySrHuevo Pero es q son cosas distintas. El concepto ""intensivo"" es simplemente que eliminas el parón de la comida y te tomas el descanso obligatorio por ley. Luego puedes tener intensivas de 8 horas, 7, 6 o las que sean siempre que cumpla con el mínimo para considerarse jornada completa",https://twitter.com/msanjuan/status/1001214968090554371
